"Data Source","مؤشرات التنمية العالمية",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"الرأس الأخضر","CPV","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","85004","88310","93221","99084","104772","109723","115497","120423","124528","127914","130379","131211","131534","131401","130978","130575","131278","131836","132357","133110","134286","134630","135609","137117","138923","140866","143465","146084","148827","151977","155786","159763","164212","168812","173032","176477","179595","181738","183023","183718","183964","182621","181210","179505","177211","174279","171515","168212","164699","161572","159195","157534","156799","156778","156986","157110","157102","156859","156484","156217","",
"كوستاريكا","CRI","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","603126","630384","655540","679202","702268","724824","747598","768637","787678","804016","817210","826428","833327","838232","842053","845824","849861","855523","862646","870926","880421","896265","911679","928112","947413","970223","995215","1023501","1053740","1083444","1111064","1137103","1159464","1178456","1195052","1209614","1221268","1230931","1237369","1238871","1234693","1230159","1220127","1206134","1190774","1175774","1161223","1148376","1136658","1124881","1112651","1104571","1095756","1087058","1079600","1073771","1070537","1068070","1066118","1063957","",
"دول الكاريبي الصغيرة","CSS","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1764314","1813811","1861239","1905671","1946435","1983381","2024505","2062380","2096884","2128258","2156238","2159720","2164118","2167442","2167161","2162543","2142567","2120119","2098583","2083193","2076260","2068456","2070282","2077009","2080616","2076448","2076760","2066085","2050295","2038767","2036230","2029841","2033184","2041676","2047469","2046391","2038062","2025171","2010037","1996520","1986034","1972649","1960068","1947916","1935376","1921940","1899671","1878036","1856148","1834061","1812694","1795979","1780360","1766078","1753161","1741356","1733031","1724190","1715606","1708078","",
"كوبا","CUB","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","2503852","2552801","2643515","2756132","2859202","2936903","3036732","3090394","3119821","3159335","3224573","3272851","3355901","3449087","3511924","3523124","3512938","3445205","3337304","3223447","3124092","3001695","2910287","2839457","2769345","2692919","2647941","2593702","2538383","2494270","2464759","2453384","2441210","2432715","2430817","2435676","2415403","2417140","2426415","2424007","2401520","2379265","2331859","2269540","2210147","2162342","2114525","2077441","2048167","2020226","1991584","1965817","1944746","1926367","1908239","1888392","1878620","1860353","1838053","1818157","",
"كوراسا","CUW","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","51456","52176","53071","53929","54764","55602","55736","56128","56864","57447","57617","58102","57238","55701","55041","54269","52527","50847","48883","47220","45907","44774","44169","43569","42937","42358","41894","41317","40608","39969","39609","39226","38998","38976","38901","38837","38647","38316","37107","35247","33363","30956","30104","29961","29699","29672","30323","30608","30599","30517","30796","30730","30761","30991","31200","31237","31272","30881","30177","29135","",
"جزر كايمان","CYM","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"قبرص","CYP","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","210308","210883","209071","205766","202336","199521","197444","195475","193657","191856","189974","186941","183993","181853","180673","180053","178488","176881","175249","173429","171293","172311","172690","173041","173875","175443","178661","181864","185701","190340","195411","198544","201672","204671","207086","208651","211522","212636","212618","212093","211296","211107","210357","209137","207469","205506","204678","203573","202248","200562","198452","198145","197453","196773","196345","196155","197443","198618","199652","200247","",
"الجمهورية التشيكية","CZE","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","2471190","2422402","2384869","2346166","2306255","2261663","2232351","2193362","2152051","2120544","2093555","2072758","2089612","2125101","2166885","2206995","2264360","2310777","2350076","2386568","2411901","2429492","2441446","2443523","2438870","2430088","2388046","2357332","2328787","2289011","2227371","2180798","2121257","2051311","1984263","1925838","1868887","1816995","1770665","1727591","1684165","1625911","1585675","1556561","1529730","1504282","1496048","1487981","1484865","1485799","1491710","1509172","1526840","1545218","1567597","1593951","1606738","1629994","1656845","1677593","",
"ألمانيا","DEU","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","15618625","15892981","16273136","16703487","17084277","17406230","17762093","17966259","18095870","18234539","18232699","18152923","18024026","17785747","17456686","17039035","16443577","15959502","15518120","15048371","14539329","14161906","13666713","13134680","12680366","12380642","12241435","12219310","12314787","12489590","12668332","12854209","13016909","13142923","13218805","13279946","13211967","13163273","13103524","13015233","12884644","12759626","12564383","12321459","12087504","11889313","11674278","11503624","11363524","11226122","11095807","10844585","10798616","10750923","10731881","10796469","10964972","11117936","11292622","11471901","",
"جيبوتي","DJI","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","36263","38500","40878","43482","46432","49769","53735","58072","62725","67554","72492","77627","82689","88354","95630","105219","117705","131957","146366","158523","166794","173867","177287","179254","183300","191924","204086","220972","239802","255859","265745","273487","275118","272960","271044","272095","274198","279149","285587","291046","294035","297461","298801","298577","297729","296658","292010","287069","282042","277369","273601","273648","274695","276436","278133","279297","281823","283059","283592","284328","",
"دومينيكا","DMA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"الدانمرك","DNK","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1154416","1151346","1145666","1138789","1133962","1132209","1135000","1138446","1140951","1143369","1147954","1150226","1151908","1153416","1150866","1142854","1133514","1121350","1106145","1088190","1067393","1042944","1016714","989923","964127","941426","920629","904745","892206","882315","875450","878098","881735","887157","895725","909015","925690","941413","957069","972179","986199","994477","1002730","1009431","1013520","1014949","1013188","1010669","1007951","1003124","995794","992145","982348","970533","961230","957278","950693","950743","953532","954298","",
"الجمهورية الدومينيكية","DOM","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1588640","1653428","1718266","1782325","1844139","1902623","1959339","2012206","2061584","2108080","2151892","2194092","2233465","2270353","2305037","2337654","2369425","2399289","2427715","2455261","2482178","2508547","2535103","2561823","2588449","2614750","2640209","2665419","2690742","2716892","2744159","2769788","2797386","2825626","2852425","2876371","2898324","2916159","2930909","2944431","2957530","2967315","2978067","2988088","2995124","2998107","2997128","2992359","2984479","2975651","2967711","2963575","2961566","2961447","2962490","2964047","2966849","2970025","2973176","2975625","",
"الجزائر","DZA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","4929676","5109274","5309971","5520501","5723378","5910861","6110754","6288071","6450691","6612537","6780564","6970103","7165997","7366950","7568481","7769158","7994051","8214707","8435835","8664263","8903584","9164538","9425766","9685620","9939408","10182088","10422360","10644262","10844818","11020052","11166204","11293956","11391372","11452225","11467254","11430497","11359753","11233621","11063574","10869703","10666956","10429461","10208576","10006006","9825267","9677315","9593465","9565264","9593828","9677591","9815650","10072053","10343596","10647525","11001501","11404930","11814429","12267589","12731313","13152871","",
"شرق آسيا والمحيط الهادئ (الدخل المرتفع باستثناء)","EAP","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","360097602","361529594","370149322","384108684","396643611","407501636","420887686","431328996","440555135","450395849","461190711","473890997","485191952","495430501","503881562","509697467","512604882","513485957","512849323","510926731","507774990","502833300","498851363","494907118","490771675","487488847","487756830","489276703","491661005","494049422","495802605","501041881","502328198","501529703","501177835","502158312","497361192","496800760","497530854","495373996","488755983","483795514","474151538","461837229","450547363","442273004","435092521","430531953","428205439","426738207","425380510","424673242","424364904","424336917","424572670","424949888","425883933","426538990","426685588","426431937","",
"العائد الديمغرافي وقت مبكر","EAR","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","403998062","416655891","429865488","443237447","456153242","468300922","481502555","493750821","505265602","516523390","527770664","540286694","552597051","564755490","576688656","588395925","601595823","614322228","626881364","639696555","653028300","668061739","683389245","698822199","713969989","728562354","744737092","759834045","773957190","787220528","800602633","813172193","824634990","834976576","844181114","852315038","860298095","867380848","873499409","878664153","883016261","888536643","893203971","897283993","901149327","904986666","908755769","912592594","916384072","919903870","923035821","926161814","928563989","930500387","932208115","933813561","935459000","937081599","938612415","939913302","",
"شرق آسيا والمحيط الهادئ","EAS","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","409799614","411931730","420633819","434550888","447033597","457924802","471471363","481938093","491175631","501593214","512806086","525900969","537681090","548293277","557361007","563478939","566525252","567275506","566279330","564033758","560635772","555226390","551012428","546885433","542346086","538334147","537970087","538492101","539675491","540938729","541763421","546096882","546697553","545392789","544570097","544994882","539856198","538762988","538888436","536135860","529047566","523620602","513552172","500829084","489101096","480345331","472654720","467602041","464868760","462942818","461110803","460060033","459391669","458987576","458884672","458968950","459729003","460204183","460175757","459749160","",
"أوروبا وآسيا الوسطى (الدخل المرتفع باستثناء)","ECA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","81751004","83891793","85712500","87167429","88287131","89084190","89510691","89547869","89299664","88949142","88613621","87975249","87622526","87439805","87225374","86879063","87130660","87054746","86873861","86946677","87445493","88147097","89251458","90628539","92040320","93263048","94596425","95725790","96604126","97184159","97345738","97582404","97316622","96599112","95561343","94339395","92616544","91053367","89480800","87654570","85602840","83664011","81540768","79423610","77574063","76120759","75098530","74407430","74088821","74137605","74507563","75365758","76442446","77773571","79214240","80662940","82062108","83303660","84354918","85234813","",
"أوروبا وآسيا الوسطى","ECS","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","187007948","190237454","192803140","194743875","196299862","197555426","198521086","199075786","199258678","199177122","198811230","198073430","197538055","196959685","196192020","195195347","194595383","193602662","192430909","191379113","190631220","190200094","190001706","189999398","190089234","190123730","190471494","190707936","190787861","190629281","190067799","189687171","188767911","187407719","185660958","183666892","180996136","178502941","175994228","173238862","170204561","167303329","164289923","161393476","158877691","156879559","155593238","154781461","154432745","154413131","154621454","155489495","156567305","157865700","159332071","160893386","162327284","163721223","164984531","165988605","",
"إكوادور","ECU","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1972037","2040870","2116871","2196439","2273525","2345298","2421239","2491549","2557893","2623528","2690136","2763724","2835759","2906432","2975166","3041392","3110113","3175569","3238056","3298027","3355890","3415786","3474066","3530666","3585504","3638810","3697134","3753082","3807460","3861231","3914733","3971915","4027387","4081364","4134123","4185692","4240480","4295337","4347951","4394889","4434201","4476975","4509586","4534971","4557939","4581120","4596630","4615018","4633671","4648791","4659041","4669193","4676229","4682804","4693422","4711020","4734092","4760597","4788505","4813715","",
